1,robert.rodriguez@example.com,pbkdf2:sha256:600000$PuJCnn2GBeNT6i1K$4d69ce5417a94dd69c4248975a1a23ea304f39d5fb87af362254da4c5a41ec97,Robert,Rodriguez,"111 Poplar Ave, Eastside, USA",TRUE,681.09
2,ashley.miller@example.com,pbkdf2:sha256:600000$uNr5PL2JdJbM4k2D$ccc63072b4be57f04530c3c1d71a3e49d727fdbfab146a2707a0df448da1e030,Ashley,Miller,"112 Alder St, Northtown, USA",FALSE,810.9
3,william.moore@example.com,pbkdf2:sha256:600000$NhObW1AR5Cg4aSuY$2fef0867cd74d5c1d2f3526c57a8baa79a330985d6735414cd9a21608e46bdca,William,Moore,"113 Willow Ave, Southville, USA",FALSE,740.65
4,jessica.lee@example.com,pbkdf2:sha256:600000$6ckgNXYmnUvYM2K5$ab3a9702136d7dc524ff44e78fab7c69dda9306fa3d0a8e6dd50ee87f851e234,Jessica,Lee,"114 Spruce St, Midtown, USA",FALSE,552.62
5,andrew.thomas@example.com,pbkdf2:sha256:600000$7Cxs5dcSiOxwExMO$4ae4169c5673bed7ceb67dc2274bd2a24ddb3b2710c0a5882ee965d3926fb2cf,Andrew,Thomas,"115 Hawthorn Ave, Uptown, USA",FALSE,60.21
6,samantha.clark@example.com,pbkdf2:sha256:600000$FruuNiTpVY7HDU2S$b7a44ede1080a5d106866fb9b953d1ee02e126ffe2a62af64bbf7da7646018b0,Samantha,Clark,"116 Sycamore St, Downtown, USA",FALSE,206.34
7,james.hill@example.com,pbkdf2:sha256:600000$DOWWSIP7oYIi7S4A$5ca15d37f06c20c84117756f1e50acdf148dc36b0e00063d9954dbfca5563b7a,James,Hill,"117 Magnolia Ave, Oldtown, USA",FALSE,949.22
8,laura.garcia@example.com,pbkdf2:sha256:600000$wQIXS0PDl8mfjfIs$8afb240eb01f40c3da24443496d8e8295732a8b62f1cdf4756c2ff6d8331dc19,Laura,Garcia,"118 Sequoia St, Newcity, USA",FALSE,286.73
9,ryan.yang@example.com,pbkdf2:sha256:600000$gvTy3RFbBf9wttAH$bcad282e01d05df46119ddb3cced92508f6045b02e38ae37fd6aa34b54c5a284,Ryan,Yang,"119 Dogwood Ave, Sunnyside, USA",FALSE,704.41
10,stephanie.nguyen@example.com,pbkdf2:sha256:600000$cad3HUYHVkIWRypV$dcbecd775ffc46f9f0468005fafa6b8cc61e8d9d4a834987e86ecceb9839df79,Stephanie,Nguyen,"120 Cherry St, Moonville, USA",FALSE,894.17
11,john.doe@example.com,pbkdf2:sha256:600000$Q8VER6imTEHarPEP$1f9177400df1c08c55d20b51377f5d90d88224facfc9cf92a92712f8007a89d6,John,Doe,"101 Main St, Anytown, USA",TRUE,681.09
12,jane.smith@example.com,pbkdf2:sha256:600000$CnmwTZCs3D3YipHg$aa21570a1647bac406f14fa1d39231011b56e2ec7a20172f5347f0ce6e4a2d9b,Jane,Smith,"102 Maple Ave, Springfield, USA",TRUE,810.9
13,michael.jackson@example.com,pbkdf2:sha256:600000$4mWzisSpuIr0tC0j$8edeb594117ca6f13b2d7e0a4536a8cc3822ca62b89b22f5c035962d23b8dea0,Michael,Jackson,"103 Oak St, Smalltown, USA",TRUE,740.65
14,emily.williams@example.com,pbkdf2:sha256:600000$5WJozP6JSZ6kbYbJ$11ec0c514ba7b246ae711e8c45e5e4f2d364304dff0319b5aa9d48628653c6e8,Emily,Williams,"104 Elm St, Rivertown, USA",TRUE,552.62
15,david.johnson@example.com,pbkdf2:sha256:600000$5EJEknCTMwbWpobf$951a919b5f131ff5231e9af13009b37dd1d1166f7729511dc3009c0dfd731321,David,Johnson,"105 Pine St, Lakeview, USA",TRUE,60.21
16,sarah.brown@example.com,pbkdf2:sha256:600000$EavxrFNsP8wUfeKH$d6b0290a6877101f94ea751ef5b9232e278a920a6e59a3ce2b91a1c4f22f0490,Sarah,Brown,"106 Cedar Ave, Hilltown, USA",TRUE,206.34
17,chris.evans@example.com,pbkdf2:sha256:600000$p4o6siTNHy4TRA9V$9309faccfbf8951998abc2e05be42ea353e6303f26cb052a827c0db504c21ab4,Chris,Evans,"107 Birch St, Coastcity, USA",TRUE,949.22
18,amanda.jones@example.com,pbkdf2:sha256:600000$LxpQgK9be4hPpWLm$abaf31d1571c95baad04ffb8098f1e52cc7a05c377792f4d5c5517cd02b42ba0,Amanda,Jones,"108 Walnut St, Greentown, USA",TRUE,286.73
19,matthew.taylor@example.com,pbkdf2:sha256:600000$mHjjSv4m7saCuYkm$9357a7a8023aad91f7f486ac8ac6d1cab77ebcfce56ce7642b6a215bb9a60be4,Matthew,Taylor,"109 Chestnut Ave, Clearview, USA",TRUE,704.41
20,olivia.white@example.com,pbkdf2:sha256:600000$1Td7emA9sqzMiwx3$b60f104856e9efda89b63de0acbf6ffa9d0afabff1515c6d661855f00540cf71,Olivia,White,"110 Aspen St, Westwood, USA",TRUE,894.17
